seed,t,model,phase,window,accuracy,loss,rho,diff,persistence,fast_mismatch,baseline_mismatch,a_n_distance,n_move_from_temp_start,n_move_from_shift_start
0,2031,MLP,stable,other,1.0,0.048997893929481506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2031,ChevronSlow,stable,other,1.0,0.047683749347925186,1.0,0.15610139017045135,0.029172742189598436,0.15854743978319047,0.3556507195878644,0.040654197433554556,0.19417389573477323,0.0
0,2031,IDLGated,stable,other,1.0,0.04844732582569122,0.0026345429942011833,0.10781194849817233,0.032119746974571414,0.12183401392131939,0.39094568038911875,0.045748869231172044,0.2611156264741728,0.0
0,2032,MLP,stable,other,0.96875,0.16120365262031555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2032,ChevronSlow,stable,other,0.96875,0.16348662972450256,1.0,0.1507223085614918,0.028939360252081648,0.15823443453432254,0.355445791176838,0.040545682537434895,0.1943185427382764,0.0
0,2032,IDLGated,stable,other,0.96875,0.1670665442943573,0.0026143654249608517,0.11438011704494304,0.031862788998774844,0.12153585804626434,0.3906691148257746,0.045863167430931884,0.26111664303958754,0.0
0,2033,MLP,stable,other,0.90625,0.21062031388282776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2033,ChevronSlow,stable,other,0.921875,0.2127036303281784,1.0,0.15068941916471762,0.028707845370064995,0.15793263391953835,0.3552410348048259,0.04042291633248762,0.19446007068815455,0.0
0,2033,IDLGated,stable,other,0.921875,0.20929382741451263,0.002594499848783016,0.13152104293638575,0.031607886686784645,0.1219352654418692,0.39040996675388523,0.045960407116423914,0.2611175967210694,0.0
0,2034,MLP,stable,other,0.890625,0.21565431356430054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2034,ChevronSlow,stable,other,0.921875,0.2109297811985016,1.0,0.16011627495744676,0.028478182607104476,0.15801997956105468,0.3550459100449785,0.040303298504039624,0.19462068957079376,0.0
0,2034,IDLGated,stable,other,0.90625,0.20465944707393646,0.002574944170191884,0.1375453494070993,0.031355023593290364,0.1225596688004784,0.3901571021365384,0.04607860515914972,0.26111859231890017,0.0
0,2035,MLP,stable,other,0.984375,0.11134591698646545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
