seed,step,return_step,phase,model,combined_task1,combined_task2,a_channel_task1,a_channel_task2,n_channel_task1,n_channel_task2,rho,persistence,a_n_distance
0,440,0,task1_initial,IDLGated,0.98583984375,0.1904296875,0.98193359375,0.18505859375,0.97314453125,0.2060546875,0.9999997615814209,1.0513833799578922,0.12455225033215023
0,450,0,task1_initial,MLP,0.96923828125,0.18896484375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,450,0,task1_initial,ChevronSlow,0.9853515625,0.1875,0.982421875,0.185546875,0.97607421875,0.19580078125,1.0,0.9486334602939492,0.11962408281155922
0,450,0,task1_initial,IDLGated,0.98583984375,0.18798828125,0.9814453125,0.1826171875,0.9755859375,0.19970703125,0.9999996423721313,1.0380906845617472,0.12344229617613076
0,460,0,task1_initial,MLP,0.96826171875,0.189453125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,460,0,task1_initial,ChevronSlow,0.97705078125,0.1875,0.97998046875,0.1826171875,0.97265625,0.1962890625,1.0,0.9363439769843802,0.11949772895439877
0,460,0,task1_initial,IDLGated,0.97900390625,0.1884765625,0.97998046875,0.18212890625,0.97412109375,0.203125,0.9999995231628418,1.0236986999259343,0.12330462230889563
0,470,0,task1_initial,MLP,0.97314453125,0.1962890625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,470,0,task1_initial,ChevronSlow,0.984375,0.2021484375,0.986328125,0.1982421875,0.97509765625,0.19921875,1.0,0.9231906556011975,0.11783889570382947
0,470,0,task1_initial,IDLGated,0.98583984375,0.20068359375,0.98681640625,0.1982421875,0.9755859375,0.20458984375,0.9999994039535522,1.0082325285101457,0.12233243983700327
0,480,0,task1_initial,MLP,0.96923828125,0.212890625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,480,0,task1_initial,ChevronSlow,0.97998046875,0.20849609375,0.97607421875,0.2099609375,0.9755859375,0.20751953125,1.0,0.9090269914871851,0.11702150731984884
0,480,0,task1_initial,IDLGated,0.97998046875,0.208984375,0.97802734375,0.21044921875,0.97314453125,0.208984375,0.9999990463256836,0.9918624556229391,0.12166695146952633
0,490,0,task1_initial,MLP,0.97119140625,0.20556640625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,490,0,task1_initial,ChevronSlow,0.97900390625,0.1982421875,0.97900390625,0.19873046875,0.97607421875,0.20458984375,1.0,0.8935817523576185,0.1166235515874566
0,490,0,task1_initial,IDLGated,0.97900390625,0.1982421875,0.97998046875,0.197265625,0.97509765625,0.205078125,0.9999986886978149,0.974099476872322,0.12043260749195354
0,500,0,task1_initial,MLP,0.9775390625,0.1962890625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,500,0,task1_initial,ChevronSlow,0.986328125,0.19921875,0.9873046875,0.197265625,0.9775390625,0.20068359375,1.0,0.876985321697766,0.11498718168430613
0,500,0,task1_initial,IDLGated,0.98583984375,0.1982421875,0.98828125,0.1943359375,0.978515625,0.2041015625,0.9999979734420776,0.9550442719651167,0.11876579185275202
0,510,0,task1_initial,MLP,0.97900390625,0.197265625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,510,0,task1_initial,ChevronSlow,0.98486328125,0.19677734375,0.986328125,0.1953125,0.978515625,0.20166015625,1.0,0.8598667342695091,0.11376748789008752
0,510,0,task1_initial,IDLGated,0.9833984375,0.1982421875,0.98486328125,0.19580078125,0.978515625,0.20556640625,0.9999967813491821,0.9355029769030193,0.11743431672856362
0,520,0,task1_initial,MLP,0.97705078125,0.20751953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,520,0,task1_initial,ChevronSlow,0.9853515625,0.20263671875,0.9853515625,0.20361328125,0.9775390625,0.20458984375,1.0,0.8415524771022562,0.11300154776287498
