seed,t,model,phase,window,y,pred,correct,loss,rho,diff,persistence
6,2851,MLP,post_shift,post_shift_200_800,1,0.8781199767581865,1,0.12997204689411163,1.0,0.0,0.0
6,2851,ChevronSlow,post_shift,post_shift_200_800,1,0.8969742278798275,1,0.10872814879671319,1.0,1.0935294135170555,0.8453000209592613
6,2851,IDLGated,post_shift,post_shift_200_800,1,0.9162015169364306,1,0.0875189418482305,0.9582410959588803,0.32135644274026726,0.2574175778741915
6,2852,MLP,post_shift,post_shift_200_800,0,0.6669861487484189,0,1.0995711945166624,1.0,0.0,0.0
6,2852,ChevronSlow,post_shift,post_shift_200_800,0,0.7024990374443361,0,1.2123378185204634,1.0,0.20440702604355132,0.8292776960863685
6,2852,IDLGated,post_shift,post_shift_200_800,0,0.7099608140993673,0,1.23773924133473,0.9535461368183615,0.05476569976016248,0.25235128092134074
6,2853,MLP,post_shift,post_shift_200_800,0,0.3123502674542175,1,0.37447568036095286,1.0,0.0,0.0
6,2853,ChevronSlow,post_shift,post_shift_200_800,0,0.31447451676487814,1,0.3775696060024256,1.0,1.473279439359609,0.8453777396681994
6,2853,IDLGated,post_shift,post_shift_200_800,0,0.2571691254080694,1,0.29728688521939833,0.956854719057524,0.39298826894803784,0.25586720562200815
6,2854,MLP,post_shift,post_shift_200_800,0,0.4562415662487711,1,0.6092501863524398,1.0,0.0,0.0
6,2854,ChevronSlow,post_shift,post_shift_200_800,0,0.4396830885218787,1,0.5792527419677291,1.0,0.7222374578756017,0.8422992326233845
6,2854,IDLGated,post_shift,post_shift_200_800,0,0.37707961250263156,1,0.47333655728916735,0.9558618501749131,0.21261336353135685,0.25478585956974187
6,2855,MLP,post_shift,post_shift_200_800,1,0.8509498688447642,1,0.16140206066947974,1.0,0.0,0.0
6,2855,ChevronSlow,post_shift,post_shift_200_800,1,0.8761755818425591,1,0.1321887722370033,1.0,0.8380294792955992,0.8421924887901898
6,2855,IDLGated,post_shift,post_shift_200_800,1,0.8972865345177248,1,0.10838003145769956,0.9552557094397517,0.228833680198489,0.25413705508546053
6,2856,MLP,post_shift,post_shift_200_800,1,0.9110922727838745,1,0.09311109949258846,1.0,0.0,0.0
6,2856,ChevronSlow,post_shift,post_shift_200_800,1,0.9162379291065965,1,0.08747920010369499,1.0,1.5392890951134148,0.8596199039482704
6,2856,IDLGated,post_shift,post_shift_200_800,1,0.9372291310130836,1,0.06482748980437256,0.9583396738104658,0.3898421518265731,0.25752968250398833
